Epoch 1, Train Loss: 0.1375, Validation Loss: 0.1327
Epoch 873, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 874, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 875, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 876, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 877, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 878, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 879, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 880, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 881, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 882, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 883, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 884, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 885, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 886, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 887, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 888, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 889, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 890, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 891, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 892, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 893, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 894, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 895, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 896, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 897, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 898, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 899, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 900, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 901, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 902, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 903, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 904, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 905, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 906, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 907, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 908, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 909, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 910, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 911, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 912, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 913, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 914, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 915, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 916, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 917, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 918, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 919, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 920, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 921, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 922, Train Loss: 0.1367, Validation Loss: 0.1328
Epoch 923, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 924, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 925, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 926, Train Loss: 0.1367, Validation Loss: 0.1328
Epoch 927, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 928, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 929, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 930, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 931, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 932, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 933, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 934, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 935, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 936, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 937, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 938, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 939, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 940, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 941, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 942, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 943, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 944, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 945, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 946, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 947, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 948, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 949, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 950, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 951, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 952, Train Loss: 0.1367, Validation Loss: 0.1328
Epoch 953, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 954, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 955, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 956, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 957, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 958, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 959, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 960, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 961, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 962, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 963, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 964, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 965, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 966, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 967, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 968, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 969, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 970, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 971, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 972, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 973, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 974, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 975, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 976, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 977, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 978, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 979, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 980, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 981, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 982, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 983, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 984, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 985, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 986, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 987, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 988, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 989, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 990, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 991, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 992, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 993, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 994, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 995, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 996, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 997, Train Loss: 0.1366, Validation Loss: 0.1327
Epoch 998, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 999, Train Loss: 0.1367, Validation Loss: 0.1327
Epoch 1000, Train Loss: 0.1366, Validation Loss: 0.1327
